Container,Batch Name,Number of Ballots
Advance Voting,AV-Bogan Park ICP 1A 1-78 - 0,2241
Advance Voting,AV-Lucky Shoals Park ICP 2A 1-78 - 0,1065
Advance Voting,AV-Mountain Park ICP 1A 1-78 - 0,2699
Advance Voting,AV-Lucky Shoals Park ICP 1B 79-156 - 0,390
Advance Voting,AV-Mountain Park ICP 2A 1-78 - 0,1289
Advance Voting,AV-Dacula ICP 2A 1-78 - 0,1673
Advance Voting,AV-Bogan Park ICP 2A 1-78 - 0,2203
Advance Voting,AV-Shorty Howell ICP 1A 1-78 - 0,1983
Advance Voting,AV-Dacula ICP 1B 79-156 - 0,845
Advance Voting,AV-Lucky Shoals Park ICP 1A 1-78 - 0,1072
Advance Voting,AV-Shorty Howell ICP 2A 1-78 - 0,967
Advance Voting,AV-Bogan Park ICP 1B 79-156 - 0,1096
Advance Voting,AV-Lucky Shoals Park ICP 2B 79-156 - 0,351
Advance Voting,AV-Bogan Park ICP 2B 79-156 - 0,1077
Advance Voting,AV-Shorty Howell ICP 1B 79-156 - 0,1329
Advance Voting,AV-Dacula ICP 2B 79-156 - 0,1519
Advance Voting,AV-Mountain Park ICP 1B 79-156 - 0,1471
Advance Voting,AV-Dacula ICP 1A 1-78 - 0,1431
Advance Voting,AV-Centerville ICP 2A 1-78 - 0,1480
Advance Voting,AV-Pinckneyville ICP 1A 1-78 - 0,1386
Advance Voting,AV-Pinckneyville ICP 2A 1-78 - 0,1773
Advance Voting,AV-Shorty Howell ICP 2B 79-156 - 0,1953
Advance Voting,AV-Centerville ICP 1A 1-78 - 0,2464
Advance Voting,AV-Gwinnett Fire Station 30 ICP 1A 1-78 - 0,117
Advance Voting,AV-Gwinnett Fire Station 30 ICP 2A 1-78 - 0,169
Advance Voting,AV-Pinckneyville ICP 1B 79-156 - 0,1186
Advance Voting,AV-Pinckneyville ICP 2B 79-156 - 0,1543
Advance Voting,AV-Centerville ICP 2B 79-156 - 0,1950
Advance Voting,AV-Rhodes Jordan Park ICP 2B 79-156 - 0,760
Advance Voting,AV-Rhodes Jordan Park ICP 1A 1-78 - 0,520
Advance Voting,AV-Gwinnett Fire Station 30 ICP 1B 79-156 - 0,1339
Advance Voting,AV-Gwinnett Fire Station 30 ICP 2B 79-156 - 0,790
Advance Voting,AV-Centerville ICP 1B 79-156 - 0,972
Advance Voting,AV-Rhodes Jordan Park ICP 1B 79-156 - 0,746
Advance Voting,AV-Rhodes Jordan Park ICP 2A 1-78 - 0,643
Advance Voting,AV-Five Forks Trickum Lib ICP 2A 1-78 - 0,1382
Advance Voting,AV-Five Forks Trickum Lib ICP 1B 79-156 - 0,1216
Advance Voting,AV-George Pierce Park ICP 2A 1-78 - 0,930
Advance Voting,AV-Five Forks Trickum Lib ICP 1A 1-78 - 0,1190
Advance Voting,AV-Five Forks Trickum Lib ICP 2B 79-156 - 0,1440
Advance Voting,AV-Collins Hill Lib ICP 1A 1-78 - 0,825
Advance Voting,AV-Collins Hill Lib ICP 1B 79-156 - 0,996
Advance Voting,AV-Collins Hill Lib ICP 2A 1-78 - 0,900
Advance Voting,AV-Collins Hill Lib ICP 2B 79-156 - 0,1305
Advance Voting,AV-George Pierce Park ICP 1A 1-78 - 0,784
Advance Voting,AV-George Pierce Park ICP 1B 79-156 - 0,3686
Advance Voting,AV-Board of VR-Elections ICP 1A 1-78 - 0,2335
Advance Voting,AV-George Pierce Park ICP 2B 79-156 - 0,2333
Advance Voting,AV-Board of VR-Elections ICP 1B 79-156 - 0,3285
Advance Voting,AV-Board of VR-Elections ICP 2A 1-78 - 0,3396
Advance Voting,AV-Board of VR-Elections ICP 2B 79-156 - 0,2460
Absentee by Mail,ICC-Absentee By Mail 6 - 10,22
Absentee by Mail,ICC-Absentee By Mail 6 - 11,48
Absentee by Mail,ICC-Absentee By Mail 6 - 12,22
Absentee by Mail,ICC-Absentee By Mail 6 - 13,48
Absentee by Mail,ICC-Absentee By Mail 6 - 14,50
Absentee by Mail,ICC-Absentee By Mail 6 - 15,52
Absentee by Mail,ICC-Absentee By Mail 6 - 16,50
Absentee by Mail,ICC-Absentee By Mail 7 - 10,48
Absentee by Mail,ICC-Absentee By Mail 7 - 11,6
Absentee by Mail,ICC-Absentee By Mail 7 - 12,51
Absentee by Mail,ICC-Absentee By Mail 7 - 13,49
Absentee by Mail,ICC-Absentee By Mail 7 - 14,50
Absentee by Mail,ICC-Absentee By Mail 7 - 15,49
Absentee by Mail,ICC-Absentee By Mail 7 - 16,38
Absentee by Mail,ICC-Absentee By Mail 7 - 17,2
Election Day,ED-110 Martins G ICP 1 - 0,160
Election Day,ED-110 Martins G ICP2 - 0,151
Election Day,ED-015 Lawrenceville A ICP 1 - 0,208
Election Day,ED-147 Baycreek I ICP 1 - 0,313
Election Day,ED-015 Lawrenceville A ICP2 - 0,204
Election Day,ED-147 Baycreek I ICP2 - 0,310
Absentee by Mail,ICC-Absentee By Mail 7 - 18,49
Election Day,ED-043 Martins D ICP 1 - 0,116
Election Day,ED-043 Martins D ICP2 - 0,107
Election Day,ED-084 Lawrenceville G ICP 1 - 0,191
Election Day,ED-124 Goodwins G ICP 1 - 0,167
Election Day,ED-084 Lawrenceville G ICP2 - 0,192
Election Day,ED-124 Goodwins G ICP2 - 0,168
Absentee by Mail,ICC-Absentee By Mail 7 - 19,6
Election Day,ED-127 Lawrenceville J-139 Martins K ICP 1 - 0,483
Election Day,ED-061 Lawrenceville E ICP 1 - 0,140
Election Day,ED-127 Lawrenceville J-139 Martins K ICP 2 - 0,351
Election Day,ED-061 Lawrenceville E ICP2 - 0,141
Election Day,ED-060 Lawrenceville D ICP 1 - 0,255
Election Day,ED-090 Lawrenceville I ICP 1 - 0,268
Election Day,ED-060 Lawrenceville D ICP2 - 0,83
Election Day,ED-090 Lawrenceville I ICP2 - 0,98
Election Day,ED-034 Berkshire F ICP 1 - 0,127
Election Day,ED-143 Lawrenceville L ICP 1 - 0,337
Election Day,ED-143 Lawrenceville L ICP2 - 0,273
Election Day,ED-034 Berkshire F ICP2 - 0,124
Election Day,ED-132 Lawrenceville K ICP 1 - 0,249
Election Day,ED-132 Lawrenceville K ICP2 - 0,167
Election Day,ED-051 Pinckneyville J ICP2 - 0,164
Election Day,ED-094 Cates N ICP2 - 0,97
Election Day,ED-085 Lawrenceville H ICP 1 - 0,388
Election Day,ED-094 Cates N ICP 1 - 0,304
Election Day,ED-085 Lawrenceville H ICP2 - 0,160
Election Day,ED-018 Martins B ICP 1 - 0,186
Election Day,ED-018 Martins B ICP2 - 0,186
Election Day,ED-016 Lawrenceville B ICP 1 - 0,355
Election Day,ED-016 Lawrenceville B ICP2 - 0,181
Election Day,ED-092 Berkshire J ICP 1 - 0,277
Election Day,ED-092 Berkshire J ICP2 - 0,204
Election Day,ED-097 Goodwins E ICP 1 - 0,273
Election Day,ED-004 Suwanee A ICP 1 - 0,179
Election Day,ED-004 Suwanee A ICP2 - 0,65
Election Day,ED-097 Goodwins E ICP2 - 0,433
Election Day,ED-053 Cates H ICP 1 - 0,209
Election Day,ED-053 Cates H ICP2 - 0,208
Election Day,ED-121 Pinckneyville X ICP 1 - 0,224
Election Day,ED-121 Pinckneyville X ICP2 - 0,222
Election Day,ED-153 Lawrenceville N ICP 1 - 0,50
Election Day,ED-049 Garners C ICP 1 - 0,207
Election Day,ED-049 Garners C ICP2 - 0,75
Election Day,ED-153 Lawrenceville N ICP2 - 0,185
Election Day,ED-119 Berkshire O ICP 1 - 0,240
Absentee by Mail,ICC-Absentee By Mail 7 - 20,18
Election Day,ED-119 Berkshire O ICP2 - 0,238
Election Day,ED-059 Pinckneyville N ICP 1 - 0,189
Election Day,ED-059 Pinckneyville N ICP2 - 0,189
Absentee by Mail,ICC-Absentee By Mail 6 - 17,20
Election Day,ED-068 Cates I ICP 1 - 0,265
Election Day,ED-068 Cates I ICP2 - 0,264
Absentee by Mail,ICC-Absentee By Mail 5 - 19,6
Absentee by Mail,ICC-Absentee By Mail 5 - 20,55
Election Day,ED-142 Suwanee F ICP 1 - 0,368
Absentee by Mail,ICC-Absentee By Mail 6 - 18,28
Absentee by Mail,ICC-Absentee By Mail 7 - 21,20
Election Day,ED-142 Suwanee F ICP2 - 0,128
Election Day,ED-144 Lawrenceville M ICP 1 - 0,394
Election Day,ED-144 Lawrenceville M ICP2 - 0,253
Election Day,ED-062 Pinckneyville L ICP 1 - 0,165
Election Day,ED-062 Pinckneyville L ICP2 - 0,419
Election Day,ED-066 Pinckneyville O ICP 1 - 0,239
Election Day,ED-067 Pucketts E ICP 1 - 0,295
Election Day,ED-014 Garners A ICP 1 - 0,262
Election Day,ED-066 Pinckneyville O ICP2 - 0,30
Election Day,ED-014 Garners A ICP2 - 0,273
Election Day,ED-067 Pucketts E ICP2 - 0,296
Election Day,ED-010 Cates A ICP 1 - 0,92
Election Day,ED-010 Cates A ICP2 - 0,263
Election Day,ED-086 Martins F ICP 1 - 0,108
Election Day,ED-058 Pinckneyville K-074 Pinckneyville Q ICP 1 - 0,353
Election Day,ED-086 Martins F ICP2 - 0,119
Election Day,ED-058 Pinckneyville K-074 Pinckneyville Q ICP 2 - 0,169
Election Day,ED-151 Harbins C ICP 1 - 0,140
Election Day,ED-052 Berkshire G-112 Berkshire N ICP 2 - 0,367
Election Day,ED-151 Harbins C ICP2 - 0,354
Election Day,ED-052 Berkshire G-112 Berkshire N ICP 1 - 0,403
Election Day,ED-050 Pinckneyville I ICP 1 - 0,107
Election Day,ED-039 Duncans D ICP2 - 0,590
Election Day,ED-106 Suwanee C ICP 1 - 0,27
Election Day,ED-039 Duncans D ICP 1 - 0,371
Election Day,ED-013 Duncans C ICP2 - 0,185
Election Day,ED-013 Duncans C ICP 1 - 0,277
Election Day,ED-028 Rockycreek A ICP 1 - 0,428
Election Day,ED-028 Rockycreek A ICP2 - 0,361
Election Day,ED-029 Cates B ICP2 - 0,103
Election Day,ED-029 Cates B ICP 1 - 0,116
Election Day,ED-047 Cates G ICP 1 - 0,160
Election Day,ED-047 Cates G ICP2 - 0,365
Election Day,ED-050 Pinckneyville I ICP2 - 0,80
Election Day,ED-012 Berkshire B ICP2 - 0,162
Election Day,ED-012 Berkshire B ICP 1 - 0,238
Election Day,ED-079 Cates K ICP 1 - 0,237
Election Day,ED-079 Cates K ICP2 - 0,205
Election Day,ED-130 Suwanee D ICP2 - 0,382
Election Day,ED-130 Suwanee D ICP 1 - 0,397
Election Day,ED-008 Duncans A ICP 1 - 0,300
Election Day,ED-008 Duncans A ICP2 - 0,300
Election Day,ED-141 Sugar Hill G ICP2 - 0,246
Election Day,ED-106 Suwanee C ICP2 - 0,622
Election Day,ED-141 Sugar Hill G ICP 1 - 0,140
Election Day,ED-021 Pinckneyville B ICP 1 - 0,122
Election Day,ED-125 Pinckneyville Z ICP 1 - 0,307
Election Day,ED-021 Pinckneyville B ICP2 - 0,122
Election Day,ED-125 Pinckneyville Z ICP2 - 0,161
Election Day,ED-113 Pinckneyville V ICP2 - 0,85
Election Day,ED-017 Martins A ICP 1 - 0,127
Election Day,ED-148 Berkshire Q ICP 1 - 0,268
Election Day,ED-113 Pinckneyville V ICP 1 - 0,113
Election Day,ED-017 Martins A ICP2 - 0,208
Election Day,ED-069 Cates J ICP 1 - 0,251
Election Day,ED-069 Cates J ICP2 - 0,262
Absentee by Mail,ICC-Absentee By Mail 7 - 22,6
Election Day,ED-117 Martins J ICP2 - 0,127
Election Day,ED-117 Martins J ICP 1 - 0,221
Election Day,ED-136 Hog Mountain C ICP2 - 0,288
Election Day,ED-136 Hog Mountain C ICP 1 - 0,260
Election Day,ED-111 Duluth H ICP2 - 0,140
Election Day,ED-111 Duluth H ICP 1 - 0,208
Election Day,ED-093 Cates M ICP 1 - 0,383
Election Day,ED-072 Martins E ICP2 - 0,50
Election Day,ED-072 Martins E ICP 1 - 0,239
Election Day,ED-057 Duluth D ICP 1 - 0,250
Election Day,ED-057 Duluth D ICP2 - 0,250
Election Day,ED-063 Pinckneyville M ICP 1 - 0,371
Election Day,ED-063 Pinckneyville M ICP2 - 0,208
Election Day,ED-038 Pinckneyville F ICP 1 - 0,140
Election Day,ED-038 Pinckneyville F ICP2 - 0,152
Election Day,ED-073 Pinckneyville P ICP 1 - 0,4
Election Day,ED-073 Pinckneyville P ICP2 - 0,321
Election Day,ED-070 Goodwins B ICP 1 - 0,321
Election Day,ED-070 Goodwins B ICP2 - 0,252
Election Day,ED-083 Goodwins D ICP 1 - 0,278
Election Day,ED-096 Duluth G ICP 1 - 0,377
Election Day,ED-093 Cates M ICP2 - 0,249
Election Day,ED-083 Goodwins D ICP2 - 0,283
Election Day,ED-088 Rockbridge E ICP 1 - 0,211
Election Day,ED-088 Rockbridge E ICP2 - 0,212
Election Day,ED-133 Harbins B ICP 1 - 0,117
Election Day,ED-044 Rockbridge B ICP2 - 0,207
Election Day,ED-044 Rockbridge B ICP 1 - 0,311
Election Day,ED-133 Harbins B ICP 2 - 0,410
Election Day,ED-099 Pinckneyville T ICP 1 - 0,281
Election Day,ED-099 Pinckneyville T ICP2 - 0,140
Election Day,ED-146 Baycreek H ICP 1 - 0,511
Election Day,ED-071 Lawrenceville F ICP 1 - 0,159
Election Day,ED-146 Baycreek H ICP2 - 0,512
Election Day,ED-080 Baycreek C ICP 1 - 0,694
Election Day,ED-045 Garners B ICP2 - 0,210
Election Day,ED-080 Baycreek C ICP2 - 0,292
Election Day,ED-045 Garners B ICP 1 - 0,211
Election Day,ED-036 Cates E ICP 1 - 0,164
Election Day,ED-036 Cates E ICP2 - 0,381
Election Day,ED-071 Lawrenceville F ICP2 - 0,205
Election Day,ED-131 Suwanee E ICP 1 - 0,299
Election Day,ED-131 Suwanee E ICP2 - 0,300
Election Day,ED-114 Pinckneyville W ICP 1 - 0,566
Election Day,ED-114 Pinckneyville W ICP2 - 0,4
Election Day,ED-122 Rockbridge G ICP 1 - 0,359
Election Day,ED-122 Rockbridge G ICP2 - 0,358
Election Day,ED-154 Pucketts D ICP 1 - 0,191
Election Day,ED-154 Pucketts D ICP2 - 0,190
Election Day,ED-128 Goodwins H ICP 1 - 0,255
Election Day,ED-031 Hog Mountain D ICP 1 - 0,168
Election Day,ED-128 Goodwins H ICP2 - 0,148
Election Day,ED-031 Hog Mountain D ICP2 - 0,251
Election Day,ED-003 Dacula ICP 1 - 0,282
Election Day,ED-003 Dacula ICP2 - 0,223
Election Day,ED-103 Berkshire L ICP2 - 0,173
Election Day,ED-103 Berkshire L ICP 1 - 0,140
Election Day,ED-065 Berkshire H ICP2 - 0,103
Election Day,ED-105 Sugar Hill F ICP 1 - 0,325
Election Day,ED-105 Sugar Hill F ICP2 - 0,306
Election Day,ED-020 Pinckneyville A ICP 1 - 0,170
Election Day,ED-020 Pinckneyville A ICP2 - 0,126
Election Day,ED-109 Berkshire M ICP2 - 0,150
Election Day,ED-098 Goodwins F ICP2 - 0,203
Election Day,ED-109 Berkshire M ICP 1 - 0,208
Election Day,ED-098 Goodwins F ICP 1 - 0,203
Election Day,ED-046 Cates F ICP 1 - 0,174
Election Day,ED-046 Cates F ICP2 - 0,165
Election Day,ED-140 Suwanee H ICP 1 - 0,227
Election Day,ED-140 Suwanee H ICP2 - 0,308
Election Day,ED-065 Berkshire H ICP1 - 0,102
Election Day,ED-115 Martins H ICP 1 - 0,259
Election Day,ED-123 Pinckneyville Y ICP2 - 0,158
Election Day,ED-115 Martins H ICP2 - 0,258
Election Day,ED-123 Pinckneyville Y ICP 1 - 0,159
Election Day,ED-134 Baycreek F ICP 1 - 0,471
Election Day,ED-037 Pinckneyville E-101 Pinkneyville U ICP 1 - 0,254
Election Day,ED-134 Baycreek F ICP2 - 0,302
Election Day,ED-037 Pinckneyville E-101 Pinkneyville U ICP2 - 0,266
Election Day,ED-064 Garners D-118 Garners F ICP 1 - 0,414
Election Day,ED-007 Duluth A ICP 1 - 0,4
Election Day,ED-064 Garners D-118 Garners F ICP2 - 0,229
Election Day,ED-007 Duluth A ICP2 - 0,731
Election Day,ED-100 Suwanee B ICP2 - 0,258
Election Day,ED-100 Suwanee B ICP 1 - 0,259
Election Day,ED-030 Cates C- 081 Cates L ICP2 - 0,355
Election Day,ED-030 Cates C- 081 Cates L ICP 1 - 0,570
Election Day,ED-089 Sugar Hill E ICP 1 - 0,260
Election Day,ED-155 Suwanee G ICP2 - 0,126
Election Day,ED-002 Rockbridge A ICP 1 - 0,280
Election Day,ED-155 Suwanee G ICP 1 - 0,436
Election Day,ED-002 Rockbridge A ICP2 - 0,227
Election Day,ED-152 Rockycreek C ICP 1 - 0,330
Election Day,ED-145 Baycreek G ICP1 - 0,764
Election Day,ED-152 Rockycreek C ICP2 - 0,411
Election Day,ED-145 Baycreek G ICP2 - 0,396
Election Day,ED-089 Sugar Hill E ICP2 - 0,250
Election Day,ED-019 Martins C ICP 1 - 0,216
Election Day,ED-048 Duluth B- 095 Duluth F ICP 1 - 0,489
Election Day,ED-019 Martins C ICP2 - 0,190
Election Day,ED-048 Duluth B- 095 Duluth F ICP2 - 0,439
Election Day,ED-055 Sugar Hill D ICP 1 - 0,255
Election Day,ED-055 Sugar Hill D ICP2 - 0,180
Election Day,ED-091 Baycreek D ICP 1 - 0,262
Election Day,ED-091 Baycreek D ICP2 - 0,529
Election Day,ED-138 Duluth I ICP 1 - 0,211
Election Day,ED-138 Duluth I ICP2 - 0,363
Election Day,ED-033 Berkshire E ICP 1 - 0,247
Election Day,ED-033 Berkshire E ICP2 - 0,81
Election Day,ED-040 Pinckneyville H ICP 1 - 0,224
Election Day,ED-077 Goodwins-149 Goodwins I C ICP2 - 0,493
Election Day,ED-040 Pinckneyville H ICP2 - 0,456
Election Day,ED-077 Goodwins-149 Goodwins I C ICP 1 - 0,626
Election Day,ED-120 Berkshire P ICP 1 - 0,101
Election Day,ED-082 Duluth E ICP 1 - 0,282
Election Day,ED-120 Berkshire P ICP2 - 0,73
Election Day,ED-082 Duluth E ICP2 - 0,322
Election Day,ED-108 Baycreek E ICP 1 - 0,144
Election Day,ED-135 Pucketts C ICP 1 - 0,161
Election Day,ED-135 Pucketts C ICP2 - 0,192
Election Day,ED-108 Baycreek E ICP 2 - 0,376
Election Day,ED-116 Martins I ICP 1 - 0,83
Election Day,ED-116 Martins I ICP2 - 0,294
Election Day,ED-032 Berkshire D ICP 1 - 0,221
Election Day,ED-032 Berkshire D ICP2 - 0,221
Election Day,ED-150 Duluth K ICP2 - 0,32
Election Day,ED-150 Duluth K ICP 1 - 0,142
Election Day,ED-026 Hog Mountain A ICP 1 - 0,304
Election Day,ED-026 Hog Mountain A ICP2 - 0,304
Election Day,ED-137 Rockycreek B ICP 1 - 0,216
Election Day,ED-024 Sugar Hill A ICP 1 - 0,326
Election Day,ED-137 Rockycreek B ICP2 - 0,325
Election Day,ED-024 Sugar Hill A ICP2 - 0,162
Election Day,ED-011 Berkshire A ICP2 - 0,159
Election Day,ED-023 Pinckneyville D ICP 1 - 0,72
Election Day,ED-011 Berkshire A ICP 1 - 0,139
Election Day,ED-023 Pinckneyville D ICP2 - 0,115
Election Day,ED-027 Hog Mountain B ICP 1 - 0,450
Election Day,ED-027 Hog Mountain B ICP2 - 0,259
Election Day,ED-025 Sugar Hill B ICP2 - 0,352
Election Day,ED-035 Cates D ICP 1 - 0,432
Election Day,ED-025 Sugar Hill B ICP 1 - 0,334
Election Day,ED-035 Cates D ICP2 - 0,204
Election Day,ED-022 Pinckneyville C - 126 Pinckneyville A1 ICP 1 - 0,524
Election Day,ED-022 Pinckneyville C - 126 Pinckneyville A1 ICP2 - 0,482
Election Day,ED-156 Baycreek J ICP 1 - 0,453
Election Day,ED-156 Baycreek J ICP2 - 0,305
Election Day,ED-102 Pucketts B ICP 1 - 0,153
Election Day,ED-102 Pucketts B ICP2 - 0,242
Election Day,ED-087 Pinckneyville S ICP 1 - 0,261
Election Day,ED-087 Pinckneyville S ICP2 - 0,170
Election Day,ED-009 Pucketts A ICP2 - 0,237
Election Day,ED-009 Pucketts A ICP 1 - 0,438
Election Day,ED-054 Sugar Hill C ICP 1 - 0,548
Election Day,ED-054 Sugar Hill C ICP2 - 0,375
Election Day,ED-001 Harbins A ICP 1 - 0,414
Election Day,ED-001 Harbins A ICP2 - 0,482
Election Day,ED-129 Duncans B ICP 1 - 0,438
Election Day,ED-129 Duncans B ICP2 - 0,434
Election Day,ED-006 Goodwins A ICP 1 - 0,357
Election Day,ED-006 Goodwins A ICP2 - 0,169
Election Day,ED-041 Baycreek B ICP 1 - 0,579
Election Day,ED-041 Baycreek B ICP2 - 0,399
Election Day,ED-042 Lawrenceville C ICP 1 - 0,254
Election Day,ED-042 Lawrenceville C ICP 2 - 0,117
Election Day,ED-075 Rockbridge C ICP 1 - 0,507
Election Day,ED-075 Rockbridge C ICP2 - 0,222
Election Day,ED-107 Cates O ICP 1 - 0,93
Election Day,ED-107 Cates O ICP2 - 0,155
Election Day,ED-002 Rockbridge A - ED-076 Rockbridge D -  ED-104 Rockbridge F ICP 1 - 0,798
Election Day,ED-002 Rockbridge A - ED-076 Rockbridge D -  ED-104 Rockbridge F ICP 2 - 0,466
Election Day,ED-005 Baycreek A-078 Baycreek K ICP 1 - 0,557
Election Day,ED-005 Baycreek A-078 Baycreek K ICP 2 - 0,493
Election Day,ED-056 Duluth C ICP2 - 0,180
Election Day,ED-056 Duluth C ICP 1 - 0,127
Absentee by Mail,ICC-Absentee By Mail 1 - 21,18
Provisional,ICC-Provisional - 1,10
Provisional,ICC-Provisional - 2,10
Provisional,ICC-Provisional - 3,10
